post_id,sentence,true_label,logits
10428925_gab,fuck off we have more than enough muzzies to deal with,hatespeech,[ 0.72648394 -0.7436749  -0.06456806]
20318209_gab,best live topic i have seen on gab check out this fucking mongrel having to raise this is a worse toll than mudshark glasses,offensive,[-0.26874268  0.05478995  0.11684729]
19115010_gab,black be bootyful sheboons something even their gorillas dont want nobody wants,hatespeech,[-0.6060358   0.07081282  0.1502503 ]
15836567_gab,ancient made up european gods and ancient made up kike gods are the exact same thing if you are not worshiping actual god you are worshipping someone else that someone else is satan does not matter if you call him moloch odin or your ancestor spirit different names same being,offensive,[ 2.3201504  -2.1646974  -0.60968983]
1178903237375606785_twitter,my gay ass cant take this anymore,normal,[-1.3777845   0.7170152   0.01377824]
1179069617903304704_twitter,<user> <user> self defense your shit the police officials in white shirt sitting in their air con office are the one to blame they trained up the police to dehumanize hk citizens they allowed the police to ignore the police general orders and use excessive violence to get things done,normal,[-1.6365224  1.2787799 -0.2657358]
1178650245523218432_twitter,day <number> today in gym we won a game of mattball cause of my retarded ass,normal,[-1.3236232  -0.33163923  0.75482523]
6984595_gab,you can get motion sensor driveway alarms on amazon pretty cheap i have laid out a perimeter around my house with them in case the dogs are sleeping when some unlucky assclown moslem finally figures out my address <wink>,hatespeech,[-0.3321788   0.09291253  0.07654333]
22347127_gab,nonsense obama could do what he wanted because there was no opposition and no judges over ruling him trump is opposed by dems republicans all levels of judges the media the bureaucracies the deep state and his own kike cabinet and shysters and family,hatespeech,[ 2.1601     -1.9485763  -0.63292843]
25563686_gab,where is the investigation on who gave that lying muzrat traitor a top secret clearance,hatespeech,[-0.40255168 -0.09452181  0.2956019 ]
6817112_gab,sweden suicide is a foregone conclusion no amount of tweeting raging philosophizing or praying is going to do diddly squat for them so why bother our energy is better spent arming and insulating ourselves from the muzzrats here,hatespeech,[-0.6129062   0.16535121  0.01933627]
7026781_gab,q why did the bulldykes beat the faggots in a <number> mile run a because the dykes went lick ity split but the fags had to pack their shit,hatespeech,[ 0.58298886 -0.72294855  0.08074902]
19589481_gab,so it a desert kike instead of a european one that wrote it duh it does not matter they are all jews,hatespeech,[ 2.1024723 -1.898999  -0.5585101]
26726148_gab,more substance than anything you are ever going to post you disinfo kike,hatespeech,[ 1.7512408  -1.5496229  -0.50448954]
14974204_gab,why is nobody here talking about that nigger conyers raping white women on the taxpayer dime,hatespeech,[ 1.2526124  -1.0159777  -0.40178025]
1178786954793684992_twitter,<user> white suprematists will escalate to coordinating the killing of immigrants and poc with impunity,normal,[-1.2637682   0.5442875  -0.04778758]
24817947_gab,then you pay for the military doing the kike bidding i will not the ag works at the president leisure he can tell the ag to arrest them,hatespeech,[ 1.917418  -1.7743441 -0.5842999]
1179030519213957120_twitter,<user> <user> <user> its very easy to make comments from comfort of your luxury life first please live a life as refugee and than make a comment you have no idea what radical islamist has done to minorities in our islamic neighbourhood,normal,[-1.7590342  1.5523747 -0.3788907]
21555615_gab,does anyone get the feeling that nick the spic fuentes is like trying to court <number> something internet savvy boomer conservatives as if they were a thing,hatespeech,[-0.36786023  0.02680691  0.18416755]
1179104444782465024_twitter,someone told me about a good queer shop in old city but i dont remember the name <sad>,normal,[-1.2858255   0.48476678 -0.09993632]
11553448_gab,calling me a nigger on gab does not faze me i will be really impressed when someone on here calls me a mooncricket,normal,[ 0.20471781 -0.16902526 -0.29572585]
1179079715799388161_twitter,i cant why do all white kids sound like that omg,normal,[-0.34055611  0.00619461  0.0712552 ]
1178932262848647168_twitter,<user> <user> <user> <user> i know this also applies to very light colored peps not standard western white dude white but lighter as that some asians got a problem or scandinavian,normal,[-1.7117413  1.653197  -0.4050304]
1179059438600114176_twitter,<user> stephen miller has to be behind this he appears to want to kill all people with brown skin and he willing to start with women children,normal,[-0.79448795  0.57150817 -0.08876494]
21381746_gab,so a gook threw out all of my books long story i am putting together an amazon cart with all of my old books and some new ones anyone have any suggestions,normal,[ 0.02840021 -0.14343825 -0.02839809]
14030104_gab,yeah i got to about just over <number> followers and got shoahed for criticizing amy schumer being cast as barbie and just never bothered to return and surprise surprise i was correct and they nixed that kikey plan but whatevs <happy>,hatespeech,[-0.93266654  0.22239901 -0.02978555]
19191932_gab,kim cannon sucks nigger dick he can not keep a woman because he has a tiny dick and thinks he is smart,hatespeech,[ 1.1470431  -0.8950605  -0.38241363]
1118341460657459200_twitter,grown men subtweeting like bitches,offensive,[-0.9218981   0.22903518  0.06351101]
1179098082635583489_twitter,<user> of course a fat white bitch is pro another fat white bitch,offensive,[-1.5404141   0.13849133  0.49940187]
1179019049969373184_twitter,<user> words are important af and change with the times we no longer describe people as retarded faggot or even indian it called progress forcing people who want things from government to treat others who also pay taxes respectfully seems ok to me,normal,[-0.2211434 -0.3557998  0.4426062]
1178784612685885441_twitter,<user> the privileged white devils are the only race that can not be victims of a hate crime,offensive,[-1.1667027   0.52339524  0.01519985]
12167048_gab,thanks to retard attempting poetry nigger rick ross filming his blasphemous and expletive laden video in and around the church of saint evstratios in vourvourou thira greek orthodox now understand what i mean when i state niggers are shit,hatespeech,[ 1.3483224 -1.1185961 -0.3932137]
1179078926955683841_twitter,just remembered that renee is a lesbian the dykes won this one,normal,[-0.49251524  0.1091537   0.10274495]
1179068968503595019_twitter,<user> feminists just want equal rights in the professional world the laws and the same security with which men roam around alone on streets at <number> am we want to make our own future without involving every male relative around and not get raped too much to ask,normal,[-1.0414943   0.82464623 -0.17543183]
16109086_gab,do not worry negress q speaks and we will show the nigger rigging a marcus garvey boat ticket is in your future,hatespeech,[ 1.2377722  -0.97309697 -0.4042732 ]
24642826_gab,as evidenced by the fact that they do not attack nigger toxic masculinity like rappers ball players with the same ferocity with which they attack toxic white men,hatespeech,[ 1.5779091  -1.3697273  -0.45993575]
1179024780516876288_twitter,bi i am ded this nigga almost crashed into a cop car that cop was mad as hell pulled him over everything 🤣 🤣 🤣,normal,[-0.88239455  0.2633839   0.00179437]
16980692_gab,post that kike star again and you can wear them in the oven,hatespeech,[ 1.906306   -1.730426   -0.51496106]
1178056433188904960_twitter,a long video say crappy things incesitive violence to those that disagree with and believes their arguments are for the sake of justice wow i did not realize this sooner,normal,[-0.91348016  0.5159276  -0.20641702]
12423952_gab,liberals call potus trump supporters white supremacists nazis and coons but whine because he calls fat boy in nk rocket man ❄ hypocrites 😂,offensive,[-0.6537061   0.10799074  0.09199958]
1178873120804999169_twitter,pac said all you mfs fuck you too fuck u die slow mfs my <number> make sure all you all kid do not grow,normal,[-7.3493278e-01  1.9787866e-01 -2.1483749e-05]
1179017320016076800_twitter,dying at all the hillbilly canton moms on social media like if you yell at my son i will kill you with these redneck bare hands chill out sabrina all you are gonna do is give me the stink eye at the drive through cig place and keep it moving lmao,offensive,[-0.4507268   0.19989477 -0.08756879]
1178692034531643396_twitter,<user> when whites and asians have children the kid still comes out white black men are the exact opposite the antithesis to white men,normal,[-0.8077619   0.6956162  -0.12181652]
1169843504052236293_twitter,all these niggas acting surprised the <number> k20 servers are down open yo eyes jitt these niggas do not care about the community,normal,[-0.79293954  0.01053038  0.27828148]
22398230_gab,on point it all kike mercinary work,hatespeech,[ 1.7624954  -1.5595965  -0.49887437]
16921944_gab,they should have put this nigger at the back of the plane,hatespeech,[ 1.0111427  -0.7765496  -0.28539807]
6305207_gab,trump is a pedophile kike verified power user,hatespeech,[ 1.7414764 -1.6071433 -0.4379837]
24430545_gab,i am triggered you cry over down votes i will bet mini me would be at your white nigger ass,hatespeech,[ 1.0798936  -0.8717383  -0.37986702]
1187925752571973632_twitter,the bigger the hoops the bigger the hoe guy at gas station,normal,[-0.75306106  0.02146544  0.23965989]
1165738563876659206_twitter,just saw a phillies flag on a front porch it should should have a black ribbon tied to it,normal,[-0.74169016  0.3233177  -0.03691812]
1092591391086178304_twitter,chipped black nail polish,normal,[-0.9446082   0.3499449  -0.03762222]
1178871699472896000_twitter,wait i forgot to mention my coworker saw my hobi photocard and asked if it was my bf 😭 🥺 stupid b tch i am dykey dykey,normal,[-1.3057926   0.5655986  -0.15316194]
